Year,Region,Indicator,Avg_Region
2014,North America,Gender Equality,81.4
2014,North America,Green House Emission Per Capita,3.2
2014,North America,Human Capital,86.8
2014,North America,Income Inequality,74.6
2014,North America,Irrigation Infrastructure,8.8
2014,North America,KOFGI Globalization Index,69.8
2014,North America,Labor Force Participation Rate,64.0
2014,North America,Land Degradation,76.7
2014,North America,Literacy Rate,NA
2014,North America,Manufactured Capital,54.1
2014,North America,Micronutrient Availability,80.3
2014,North America,Natural Capital,46.5
2014,North America,Natural Hazard Exposure,73.9
2014,North America,Nutritional Standards,79.4
2014,North America,Per Capita GDP,83.7
2014,North America,Political Stability Risk,92.5
2014,North America,Population Growth Rate,90.5
2014,North America,Poverty Population,99.3
2014,North America,Protein Quality,100.0
2014,North America,Social Capital,79.1
2014,North America,Soil Organic Content,43.6
2014,North America,Supply Chain Infrastructure,78.1
2014,North America,Sustainable Agriculture,100.0
2014,North America,Telecommunications,48.6
2014,South Asia,Access to Agricultural Resources,57.8
2014,South Asia,Access to Diversified Financial Services,20.0
2014,South Asia,Access to Financial Services,50.0
2014,South Asia,Adoptation of Innovative Technologies,13.3
2014,South Asia,Agricultural GDP,67.8
2014,South Asia,Agricultural Production Volatility,80.9
2014,South Asia,Agricultural R&D,29.2
2014,South Asia,Agricultural Trade,56.9
2014,South Asia,Agricultural Water Quality,5.0
2014,South Asia,Agricultural Water Quantity,25.0
2014,South Asia,Agricultural Women Empowerment,30.0
2014,South Asia,Armed Conflict,55.0
2014,South Asia,Biodiversity and Habitat,35.8
2014,South Asia,Community Organizations,90.0
2014,South Asia,Corruption,25.0
2014,South Asia,Crop Storage Facilities,40.0
2014,South Asia,Dependency on Chronic Food Aid,80.0
2014,South Asia,Disaster Risk Management,44.0
2014,South Asia,Early Warning Measures,0.0
2014,South Asia,Ecosystem Services,39.6
2014,South Asia,Financial Capital,51.2
2014,South Asia,Food Dietary Diversity,41.3
2014,South Asia,Food Loss,71.9
2014,South Asia,Food Price Volatility,56.4
2014,South Asia,Food Safety,75.1
2014,South Asia,Food Safety Net Programs,66.3
2014,South Asia,Food Security Policy Commitment,60.0
2014,South Asia,Food Supply Sufficiency,56.8
2014,South Asia,Food Systems Resilience Score,50.2
2014,South Asia,Forest Change,73.3
2014,South Asia,Gender Equality,47.2
2014,South Asia,Green House Emission Per Capita,78.8
2014,South Asia,Human Capital,59.9
2014,South Asia,Income Inequality,45.8
2014,South Asia,Irrigation Infrastructure,76.7
2014,South Asia,KOFGI Globalization Index,49.6
2014,South Asia,Labor Force Participation Rate,57.5
2014,South Asia,Land Degradation,44.0
2014,South Asia,Literacy Rate,72.2
2014,South Asia,Manufactured Capital,40.6
2014,South Asia,Micronutrient Availability,52.0
2014,South Asia,Natural Capital,46.7
2014,South Asia,Natural Hazard Exposure,62.3
2014,South Asia,Nutritional Standards,64.8
2014,South Asia,Per Capita GDP,28.5
2014,South Asia,Political Stability Risk,50.0
2014,South Asia,Population Growth Rate,73.1
2014,South Asia,Poverty Population,52.3
2014,South Asia,Protein Quality,41.4
2014,South Asia,Social Capital,56.8
2014,South Asia,Soil Organic Content,34.2
2014,South Asia,Supply Chain Infrastructure,30.5
2014,South Asia,Sustainable Agriculture,50.0
2014,South Asia,Telecommunications,33.8
2014,Sub-Saharan Africa,Access to Agricultural Resources,46.4
2014,Sub-Saharan Africa,Access to Diversified Financial Services,9.6
2014,Sub-Saharan Africa,Access to Financial Services,26.9
2014,Sub-Saharan Africa,Adoptation of Innovative Technologies,23.1
2014,Sub-Saharan Africa,Agricultural GDP,61.4
2014,Sub-Saharan Africa,Agricultural Production Volatility,58.3
2014,Sub-Saharan Africa,Agricultural R&D,19.3
2014,Sub-Saharan Africa,Agricultural Trade,64.4
2014,Sub-Saharan Africa,Agricultural Water Quality,2.8
2014,Sub-Saharan Africa,Agricultural Water Quantity,46.3
2014,Sub-Saharan Africa,Agricultural Women Empowerment,19.2
2014,Sub-Saharan Africa,Armed Conflict,67.3
2014,Sub-Saharan Africa,Biodiversity and Habitat,50.8
2014,Sub-Saharan Africa,Community Organizations,61.5
2014,Sub-Saharan Africa,Corruption,24.0
2014,Sub-Saharan Africa,Crop Storage Facilities,46.2
2014,Sub-Saharan Africa,Dependency on Chronic Food Aid,65.4
2014,Sub-Saharan Africa,Disaster Risk Management,24.8
2014,Sub-Saharan Africa,Early Warning Measures,44.2
2014,Sub-Saharan Africa,Ecosystem Services,33.5
2014,Sub-Saharan Africa,Financial Capital,45.5
2014,Sub-Saharan Africa,Food Dietary Diversity,48.3
2014,Sub-Saharan Africa,Food Loss,61.1
2014,Sub-Saharan Africa,Food Price Volatility,67.7
2014,Sub-Saharan Africa,Food Safety,36.1
2014,Sub-Saharan Africa,Food Safety Net Programs,38.4
2014,Sub-Saharan Africa,Food Security Policy Commitment,41.1
2014,Sub-Saharan Africa,Food Supply Sufficiency,51.7
2014,Sub-Saharan Africa,Food Systems Resilience Score,48.2
2014,Sub-Saharan Africa,Forest Change,63.1
2014,Sub-Saharan Africa,Gender Equality,41.4
2014,Sub-Saharan Africa,Green House Emission Per Capita,75.1
2014,Sub-Saharan Africa,Human Capital,57.8
2014,Sub-Saharan Africa,Income Inequality,33.1
2014,Sub-Saharan Africa,Irrigation Infrastructure,1.6
2014,Sub-Saharan Africa,KOFGI Globalization Index,49.5
2014,Sub-Saharan Africa,Labor Force Participation Rate,65.7
2014,Sub-Saharan Africa,Land Degradation,62.0
2014,Sub-Saharan Africa,Literacy Rate,65.4
2014,Sub-Saharan Africa,Manufactured Capital,38.2
2014,Sub-Saharan Africa,Micronutrient Availability,71.6
2014,Sub-Saharan Africa,Natural Capital,49.1
2014,Sub-Saharan Africa,Natural Hazard Exposure,67.4
2014,Sub-Saharan Africa,Nutritional Standards,51.3
2014,Sub-Saharan Africa,Per Capita GDP,26.0
2014,Sub-Saharan Africa,Political Stability Risk,45.0
2014,Sub-Saharan Africa,Population Growth Rate,63.3
2014,Sub-Saharan Africa,Poverty Population,28.2
2014,Sub-Saharan Africa,Protein Quality,40.4
2014,Sub-Saharan Africa,Social Capital,45.5
2014,Sub-Saharan Africa,Soil Organic Content,18.4
2014,Sub-Saharan Africa,Supply Chain Infrastructure,29.6
2014,Sub-Saharan Africa,Sustainable Agriculture,36.5
2014,Sub-Saharan Africa,Telecommunications,27.0
2015,East Asia & Pacific,Access to Agricultural Resources,55.6
2015,East Asia & Pacific,Access to Diversified Financial Services,50.0
2015,East Asia & Pacific,Access to Financial Services,67.9
2015,East Asia & Pacific,Adoptation of Innovative Technologies,33.3
2015,East Asia & Pacific,Agricultural GDP,79.9
2015,East Asia & Pacific,Agricultural Production Volatility,83.8
2015,East Asia & Pacific,Agricultural R&D,41.6
2015,East Asia & Pacific,Agricultural Trade,72.0
2015,East Asia & Pacific,Agricultural Water Quality,35.7
2015,East Asia & Pacific,Agricultural Water Quantity,46.4
2015,East Asia & Pacific,Agricultural Women Empowerment,28.6
2015,East Asia & Pacific,Armed Conflict,71.4
2015,East Asia & Pacific,Biodiversity and Habitat,39.2
2015,East Asia & Pacific,Community Organizations,89.3
2015,East Asia & Pacific,Corruption,41.1
2015,East Asia & Pacific,Crop Storage Facilities,42.9
2015,East Asia & Pacific,Dependency on Chronic Food Aid,92.9
2015,East Asia & Pacific,Disaster Risk Management,39.6
2015,East Asia & Pacific,Early Warning Measures,35.7
2015,East Asia & Pacific,Ecosystem Services,25.7
2015,East Asia & Pacific,Financial Capital,63.1
2015,East Asia & Pacific,Food Dietary Diversity,48.6
2015,East Asia & Pacific,Food Loss,79.7
2015,East Asia & Pacific,Food Price Volatility,80.0
2015,East Asia & Pacific,Food Safety,87.7
2015,East Asia & Pacific,Food Safety Net Programs,86.7
2015,East Asia & Pacific,Food Security Policy Commitment,39.8
2015,East Asia & Pacific,Food Supply Sufficiency,71.9
2015,East Asia & Pacific,Food Systems Resilience Score,59.0
2015,East Asia & Pacific,Forest Change,69.1
2015,East Asia & Pacific,Gender Equality,70.4
2015,East Asia & Pacific,Green House Emission Per Capita,49.3
2015,East Asia & Pacific,Human Capital,74.9
2015,East Asia & Pacific,Income Inequality,59.9
2015,East Asia & Pacific,Irrigation Infrastructure,36.6
2015,East Asia & Pacific,KOFGI Globalization Index,58.7
2015,East Asia & Pacific,Labor Force Participation Rate,65.5
2015,East Asia & Pacific,Land Degradation,61.3
2015,East Asia & Pacific,Literacy Rate,92.1
2015,East Asia & Pacific,Manufactured Capital,48.9
2015,East Asia & Pacific,Micronutrient Availability,61.4
2015,East Asia & Pacific,Natural Capital,43.9
2015,East Asia & Pacific,Natural Hazard Exposure,64.6
2015,East Asia & Pacific,Nutritional Standards,69.6
2015,East Asia & Pacific,Per Capita GDP,49.4
2015,East Asia & Pacific,Political Stability Risk,58.9
2015,East Asia & Pacific,Population Growth Rate,82.0
2015,East Asia & Pacific,Poverty Population,84.0
2015,East Asia & Pacific,Protein Quality,69.2
2015,East Asia & Pacific,Social Capital,64.9
2015,East Asia & Pacific,Soil Organic Content,43.9
2015,East Asia & Pacific,Supply Chain Infrastructure,54.9
2015,East Asia & Pacific,Sustainable Agriculture,46.4
2015,East Asia & Pacific,Telecommunications,67.8
2015,Europe & Central Asia,Access to Agricultural Resources,47.1
2015,Europe & Central Asia,Access to Diversified Financial Services,88.3
2015,Europe & Central Asia,Access to Financial Services,95.0
2015,Europe & Central Asia,Adoptation of Innovative Technologies,60.0
2015,Europe & Central Asia,Agricultural GDP,90.1
2015,Europe & Central Asia,Agricultural Production Volatility,59.4
2015,Europe & Central Asia,Agricultural R&D,33.9
2015,Europe & Central Asia,Agricultural Trade,74.7
2015,Europe & Central Asia,Agricultural Water Quality,70.0
2015,Europe & Central Asia,Agricultural Water Quantity,41.7
2015,Europe & Central Asia,Agricultural Women Empowerment,6.7
2015,Europe & Central Asia,Armed Conflict,85.0
2015,Europe & Central Asia,Biodiversity and Habitat,61.6
2015,Europe & Central Asia,Community Organizations,93.3
2015,Europe & Central Asia,Corruption,50.0
2015,Europe & Central Asia,Crop Storage Facilities,80.0
2015,Europe & Central Asia,Dependency on Chronic Food Aid,86.7
2015,Europe & Central Asia,Disaster Risk Management,52.0
2015,Europe & Central Asia,Early Warning Measures,80.0
2015,Europe & Central Asia,Ecosystem Services,38.7
2015,Europe & Central Asia,Financial Capital,77.2
2015,Europe & Central Asia,Food Dietary Diversity,61.7
2015,Europe & Central Asia,Food Loss,87.4
2015,Europe & Central Asia,Food Price Volatility,86.6
2015,Europe & Central Asia,Food Safety,96.6
2015,Europe & Central Asia,Food Safety Net Programs,95.1
2015,Europe & Central Asia,Food Security Policy Commitment,12.2
2015,Europe & Central Asia,Food Supply Sufficiency,80.2
2015,Europe & Central Asia,Food Systems Resilience Score,69.1
2015,Europe & Central Asia,Forest Change,77.6
2015,Europe & Central Asia,Gender Equality,83.7
2015,Europe & Central Asia,Green House Emission Per Capita,33.3
2015,Europe & Central Asia,Human Capital,79.2
2015,Europe & Central Asia,Income Inequality,72.6
2015,Europe & Central Asia,Irrigation Infrastructure,19.1
2015,Europe & Central Asia,KOFGI Globalization Index,74.0
2015,Europe & Central Asia,Labor Force Participation Rate,58.4
2015,Europe & Central Asia,Land Degradation,80.7
2015,Europe & Central Asia,Literacy Rate,99.3
2015,Europe & Central Asia,Manufactured Capital,64.5
2015,Europe & Central Asia,Micronutrient Availability,68.9
2015,Europe & Central Asia,Natural Capital,52.8
2015,Europe & Central Asia,Natural Hazard Exposure,67.9
2015,Europe & Central Asia,Nutritional Standards,77.5
2015,Europe & Central Asia,Per Capita GDP,63.5
2015,Europe & Central Asia,Political Stability Risk,62.8
2015,Europe & Central Asia,Population Growth Rate,90.9
2015,Europe & Central Asia,Poverty Population,94.7
2015,Europe & Central Asia,Protein Quality,89.4
2015,Europe & Central Asia,Social Capital,65.3
2015,Europe & Central Asia,Soil Organic Content,38.7
2015,Europe & Central Asia,Supply Chain Infrastructure,63.6
2015,Europe & Central Asia,Sustainable Agriculture,76.7
2015,Europe & Central Asia,Telecommunications,76.4
2015,Latin America & Caribbean,Access to Agricultural Resources,52.9
2015,Latin America & Caribbean,Access to Diversified Financial Services,36.8
2015,Latin America & Caribbean,Access to Financial Services,68.4
2015,Latin America & Caribbean,Adoptation of Innovative Technologies,64.9
2015,Latin America & Caribbean,Agricultural GDP,89.2
2015,Latin America & Caribbean,Agricultural Production Volatility,74.1
2015,Latin America & Caribbean,Agricultural R&D,25.5
2015,Latin America & Caribbean,Agricultural Trade,75.9
2015,Latin America & Caribbean,Agricultural Water Quality,42.1
2015,Latin America & Caribbean,Agricultural Water Quantity,52.6
2015,Latin America & Caribbean,Agricultural Women Empowerment,42.1
2015,Latin America & Caribbean,Armed Conflict,85.5
2015,Latin America & Caribbean,Biodiversity and Habitat,52.4
2015,Latin America & Caribbean,Community Organizations,100.0
2015,Latin America & Caribbean,Corruption,30.3
2015,Latin America & Caribbean,Crop Storage Facilities,73.7
2015,Latin America & Caribbean,Dependency on Chronic Food Aid,73.7
2015,Latin America & Caribbean,Disaster Risk Management,30.0
2015,Latin America & Caribbean,Early Warning Measures,18.4
2015,Latin America & Caribbean,Ecosystem Services,30.3
2015,Latin America & Caribbean,Financial Capital,69.2
2015,Latin America & Caribbean,Food Dietary Diversity,49.1
2015,Latin America & Caribbean,Food Loss,72.8
2015,Latin America & Caribbean,Food Price Volatility,64.9
2015,Latin America & Caribbean,Food Safety,86.3
2015,Latin America & Caribbean,Food Safety Net Programs,77.3
2015,Latin America & Caribbean,Food Security Policy Commitment,57.6
2015,Latin America & Caribbean,Food Supply Sufficiency,60.8
2015,Latin America & Caribbean,Food Systems Resilience Score,64.0
2015,Latin America & Caribbean,Forest Change,63.4
2015,Latin America & Caribbean,Gender Equality,56.5
2015,Latin America & Caribbean,Green House Emission Per Capita,49.0
2015,Latin America & Caribbean,Human Capital,75.1
2015,Latin America & Caribbean,Income Inequality,46.5
2015,Latin America & Caribbean,Irrigation Infrastructure,11.2
2015,Latin America & Caribbean,KOFGI Globalization Index,60.2
2015,Latin America & Caribbean,Labor Force Participation Rate,62.5
2015,Latin America & Caribbean,Land Degradation,61.5
2015,Latin America & Caribbean,Literacy Rate,93.6
2015,Latin America & Caribbean,Manufactured Capital,48.0
2015,Latin America & Caribbean,Micronutrient Availability,67.9
2015,Latin America & Caribbean,Natural Capital,47.2
2015,Latin America & Caribbean,Natural Hazard Exposure,71.0
2015,Latin America & Caribbean,Nutritional Standards,75.1
2015,Latin America & Caribbean,Per Capita GDP,55.0
2015,Latin America & Caribbean,Political Stability Risk,56.8
2015,Latin America & Caribbean,Population Growth Rate,83.5
2015,Latin America & Caribbean,Poverty Population,86.2
2015,Latin America & Caribbean,Protein Quality,65.8
2015,Latin America & Caribbean,Social Capital,65.5
2015,Latin America & Caribbean,Soil Organic Content,34.0
2015,Latin America & Caribbean,Supply Chain Infrastructure,42.3
2015,Latin America & Caribbean,Sustainable Agriculture,50.0
2015,Latin America & Caribbean,Telecommunications,72.7
2015,Middle East & North Africa,Access to Agricultural Resources,53.4
2015,Middle East & North Africa,Access to Diversified Financial Services,25.0
2015,Middle East & North Africa,Access to Financial Services,71.4
2015,Middle East & North Africa,Adoptation of Innovative Technologies,14.3
2015,Middle East & North Africa,Agricultural GDP,89.6
2015,Middle East & North Africa,Agricultural Production Volatility,59.5
2015,Middle East & North Africa,Agricultural R&D,34.5
2015,Middle East & North Africa,Agricultural Trade,69.7
2015,Middle East & North Africa,Agricultural Water Quality,67.9
2015,Middle East & North Africa,Agricultural Water Quantity,7.1
2015,Middle East & North Africa,Agricultural Women Empowerment,3.6
2015,Middle East & North Africa,Armed Conflict,60.7
2015,Middle East & North Africa,Biodiversity and Habitat,27.4
2015,Middle East & North Africa,Community Organizations,64.3
2015,Middle East & North Africa,Corruption,37.5
2015,Middle East & North Africa,Crop Storage Facilities,35.7
2015,Middle East & North Africa,Dependency on Chronic Food Aid,71.4
2015,Middle East & North Africa,Disaster Risk Management,18.9
2015,Middle East & North Africa,Early Warning Measures,14.3
2015,Middle East & North Africa,Ecosystem Services,48.0
2015,Middle East & North Africa,Financial Capital,65.5
2015,Middle East & North Africa,Food Dietary Diversity,49.2
2015,Middle East & North Africa,Food Loss,80.2
2015,Middle East & North Africa,Food Price Volatility,79.7
2015,Middle East & North Africa,Food Safety,83.4
2015,Middle East & North Africa,Food Safety Net Programs,80.6
2015,Middle East & North Africa,Food Security Policy Commitment,21.1
2015,Middle East & North Africa,Food Supply Sufficiency,68.9
2015,Middle East & North Africa,Food Systems Resilience Score,53.6
2015,Middle East & North Africa,Forest Change,73.5
2015,Middle East & North Africa,Gender Equality,60.6
2015,Middle East & North Africa,Green House Emission Per Capita,36.8
2015,Middle East & North Africa,Human Capital,63.7
2015,Middle East & North Africa,Income Inequality,59.8
2015,Middle East & North Africa,Irrigation Infrastructure,35.0
2015,Middle East & North Africa,KOFGI Globalization Index,63.7
2015,Middle East & North Africa,Labor Force Participation Rate,53.0
2015,Middle East & North Africa,Land Degradation,85.0
2015,Middle East & North Africa,Literacy Rate,95.1
2015,Middle East & North Africa,Manufactured Capital,44.1
2015,Middle East & North Africa,Micronutrient Availability,67.7
2015,Middle East & North Africa,Natural Capital,44.0
2015,Middle East & North Africa,Natural Hazard Exposure,68.9
2015,Middle East & North Africa,Nutritional Standards,60.3
2015,Middle East & North Africa,Per Capita GDP,51.7
2015,Middle East & North Africa,Political Stability Risk,41.4
2015,Middle East & North Africa,Population Growth Rate,58.5
2015,Middle East & North Africa,Poverty Population,93.1
2015,Middle East & North Africa,Protein Quality,70.8
2015,Middle East & North Africa,Social Capital,50.1
2015,Middle East & North Africa,Soil Organic Content,3.8
2015,Middle East & North Africa,Supply Chain Infrastructure,52.2
2015,Middle East & North Africa,Sustainable Agriculture,17.9
2015,Middle East & North Africa,Telecommunications,77.6
2015,North America,Access to Agricultural Resources,47.4
2015,North America,Access to Diversified Financial Services,100.0
2015,North America,Access to Financial Services,100.0
2015,North America,Adoptation of Innovative Technologies,50.0
2015,North America,Agricultural GDP,98.2
2015,North America,Agricultural Production Volatility,66.3
2015,North America,Agricultural R&D,36.3
2015,North America,Agricultural Trade,81.4
2015,North America,Agricultural Water Quality,100.0
2015,North America,Agricultural Water Quantity,62.5
2015,North America,Agricultural Women Empowerment,50.0
2015,North America,Armed Conflict,100.0
2015,North America,Biodiversity and Habitat,40.2
2015,North America,Community Organizations,100.0
2015,North America,Corruption,87.5
2015,North America,Crop Storage Facilities,50.0
2015,North America,Dependency on Chronic Food Aid,100.0
2015,North America,Disaster Risk Management,26.4
2015,North America,Early Warning Measures,100.0
2015,North America,Ecosystem Services,30.3
2015,North America,Financial Capital,89.0
2015,North America,Food Dietary Diversity,62.9
2015,North America,Food Loss,88.4
2015,North America,Food Price Volatility,87.2
2015,North America,Food Safety,99.7
2015,North America,Food Safety Net Programs,100.0
2015,North America,Food Security Policy Commitment,0.0
2015,North America,Food Supply Sufficiency,93.8
2015,North America,Food Systems Resilience Score,70.0
2015,North America,Forest Change,74.2
2015,North America,Gender Equality,81.8
2015,North America,Green House Emission Per Capita,3.4
2015,North America,Human Capital,86.3
2015,North America,Income Inequality,70.8
2015,North America,Irrigation Infrastructure,8.8
2015,North America,KOFGI Globalization Index,69.7
2015,North America,Labor Force Participation Rate,63.8
2015,North America,Land Degradation,76.7
2015,North America,Literacy Rate,NA
2015,North America,Manufactured Capital,54.0
2015,North America,Micronutrient Availability,79.5
2015,North America,Natural Capital,46.8
2015,North America,Natural Hazard Exposure,73.9
2015,North America,Nutritional Standards,80.6
2015,North America,Per Capita GDP,84.6
2015,North America,Political Stability Risk,92.5
2015,North America,Population Growth Rate,90.8
2015,North America,Poverty Population,99.2
2015,North America,Protein Quality,89.5
2015,North America,Social Capital,79.2
2015,North America,Soil Organic Content,43.6
2015,North America,Supply Chain Infrastructure,78.1
2015,North America,Sustainable Agriculture,100.0
2015,North America,Telecommunications,49.4
2015,South Asia,Access to Agricultural Resources,54.2
2015,South Asia,Access to Diversified Financial Services,30.0
2015,South Asia,Access to Financial Services,50.0
2015,South Asia,Adoptation of Innovative Technologies,33.3
2015,South Asia,Agricultural GDP,72.3
2015,South Asia,Agricultural Production Volatility,79.6
2015,South Asia,Agricultural R&D,30.5
2015,South Asia,Agricultural Trade,57.4
2015,South Asia,Agricultural Water Quality,5.0
2015,South Asia,Agricultural Water Quantity,25.0
2015,South Asia,Agricultural Women Empowerment,40.0
2015,South Asia,Armed Conflict,60.0
2015,South Asia,Biodiversity and Habitat,36.2
2015,South Asia,Community Organizations,90.0
2015,South Asia,Corruption,20.0
2015,South Asia,Crop Storage Facilities,40.0
2015,South Asia,Dependency on Chronic Food Aid,100.0
2015,South Asia,Disaster Risk Management,44.5
2015,South Asia,Early Warning Measures,0.0
2015,South Asia,Ecosystem Services,41.2
2015,South Asia,Financial Capital,53.6
2015,South Asia,Food Dietary Diversity,42.3
2015,South Asia,Food Loss,71.8
2015,South Asia,Food Price Volatility,63.4
2015,South Asia,Food Safety,75.8
2015,South Asia,Food Safety Net Programs,66.3
2015,South Asia,Food Security Policy Commitment,60.0
2015,South Asia,Food Supply Sufficiency,67.2
2015,South Asia,Food Systems Resilience Score,51.1
2015,South Asia,Forest Change,73.4
2015,South Asia,Gender Equality,47.6
2015,South Asia,Green House Emission Per Capita,78.3
2015,South Asia,Human Capital,57.4
2015,South Asia,Income Inequality,47.1
2015,South Asia,Irrigation Infrastructure,77.2
2015,South Asia,KOFGI Globalization Index,49.6
2015,South Asia,Labor Force Participation Rate,57.8
2015,South Asia,Land Degradation,44.0
2015,South Asia,Literacy Rate,65.1
2015,South Asia,Manufactured Capital,41.6
2015,South Asia,Micronutrient Availability,52.1
2015,South Asia,Natural Capital,47.2
2015,South Asia,Natural Hazard Exposure,62.3
2015,South Asia,Nutritional Standards,62.5
2015,South Asia,Per Capita GDP,28.5
2015,South Asia,Political Stability Risk,51.0
2015,South Asia,Population Growth Rate,69.0
2015,South Asia,Poverty Population,53.7
2015,South Asia,Protein Quality,45.3
2015,South Asia,Social Capital,59.8
2015,South Asia,Soil Organic Content,34.2
2015,South Asia,Supply Chain Infrastructure,31.1
2015,South Asia,Sustainable Agriculture,50.0
2015,South Asia,Telecommunications,40.0
2015,Sub-Saharan Africa,Access to Agricultural Resources,51.6
2015,Sub-Saharan Africa,Access to Diversified Financial Services,9.6
2015,Sub-Saharan Africa,Access to Financial Services,28.8
2015,Sub-Saharan Africa,Adoptation of Innovative Technologies,23.1
2015,Sub-Saharan Africa,Agricultural GDP,65.6
2015,Sub-Saharan Africa,Agricultural Production Volatility,60.2
2015,Sub-Saharan Africa,Agricultural R&D,20.2
2015,Sub-Saharan Africa,Agricultural Trade,62.9
2015,Sub-Saharan Africa,Agricultural Water Quality,2.8
2015,Sub-Saharan Africa,Agricultural Water Quantity,46.3
2015,Sub-Saharan Africa,Agricultural Women Empowerment,19.2
2015,Sub-Saharan Africa,Armed Conflict,65.4
2015,Sub-Saharan Africa,Biodiversity and Habitat,51.4
2015,Sub-Saharan Africa,Community Organizations,61.5
2015,Sub-Saharan Africa,Corruption,23.1
2015,Sub-Saharan Africa,Crop Storage Facilities,61.5
2015,Sub-Saharan Africa,Dependency on Chronic Food Aid,73.1
2015,Sub-Saharan Africa,Disaster Risk Management,27.6
2015,Sub-Saharan Africa,Early Warning Measures,44.2
2015,Sub-Saharan Africa,Ecosystem Services,34.2
2015,Sub-Saharan Africa,Financial Capital,46.3
2015,Sub-Saharan Africa,Food Dietary Diversity,47.2
2015,Sub-Saharan Africa,Food Loss,60.2
2015,Sub-Saharan Africa,Food Price Volatility,74.9
2015,Sub-Saharan Africa,Food Safety,36.0
2015,Sub-Saharan Africa,Food Safety Net Programs,38.4
2015,Sub-Saharan Africa,Food Security Policy Commitment,44.9
2015,Sub-Saharan Africa,Food Supply Sufficiency,55.5
2015,Sub-Saharan Africa,Food Systems Resilience Score,48.6
2015,Sub-Saharan Africa,Forest Change,63.3
2015,Sub-Saharan Africa,Gender Equality,42.3
2015,Sub-Saharan Africa,Green House Emission Per Capita,75.4
2015,Sub-Saharan Africa,Human Capital,56.9
2015,Sub-Saharan Africa,Income Inequality,33.5
2015,Sub-Saharan Africa,Irrigation Infrastructure,1.6
2015,Sub-Saharan Africa,KOFGI Globalization Index,49.4
2015,Sub-Saharan Africa,Labor Force Participation Rate,65.6
2015,Sub-Saharan Africa,Land Degradation,62.0
2015,Sub-Saharan Africa,Literacy Rate,64.4
2015,Sub-Saharan Africa,Manufactured Capital,39.9
2015,Sub-Saharan Africa,Micronutrient Availability,71.6
2015,Sub-Saharan Africa,Natural Capital,49.6
2015,Sub-Saharan Africa,Natural Hazard Exposure,67.4
2015,Sub-Saharan Africa,Nutritional Standards,53.5
2015,Sub-Saharan Africa,Per Capita GDP,23.5
2015,Sub-Saharan Africa,Political Stability Risk,44.8
2015,Sub-Saharan Africa,Population Growth Rate,57.7
2015,Sub-Saharan Africa,Poverty Population,28.4
2015,Sub-Saharan Africa,Protein Quality,41.1
2015,Sub-Saharan Africa,Social Capital,46.6
2015,Sub-Saharan Africa,Soil Organic Content,18.4
2015,Sub-Saharan Africa,Supply Chain Infrastructure,31.0
2015,Sub-Saharan Africa,Sustainable Agriculture,36.5
2015,Sub-Saharan Africa,Telecommunications,32.5
2016,East Asia & Pacific,Access to Agricultural Resources,53.6
2016,East Asia & Pacific,Access to Diversified Financial Services,50.0
2016,East Asia & Pacific,Access to Financial Services,67.9
2016,East Asia & Pacific,Adoptation of Innovative Technologies,35.7
2016,East Asia & Pacific,Agricultural GDP,79.8
2016,East Asia & Pacific,Agricultural Production Volatility,82.6
2016,East Asia & Pacific,Agricultural R&D,42.8
2016,East Asia & Pacific,Agricultural Trade,72.9
2016,East Asia & Pacific,Agricultural Water Quality,35.7
2016,East Asia & Pacific,Agricultural Water Quantity,46.4
2016,East Asia & Pacific,Agricultural Women Empowerment,32.1
2016,East Asia & Pacific,Armed Conflict,71.4
2016,East Asia & Pacific,Biodiversity and Habitat,39.5
2016,East Asia & Pacific,Community Organizations,89.3
2016,East Asia & Pacific,Corruption,41.1
2016,East Asia & Pacific,Crop Storage Facilities,42.9
2016,East Asia & Pacific,Dependency on Chronic Food Aid,85.7
2016,East Asia & Pacific,Disaster Risk Management,47.2
2016,East Asia & Pacific,Early Warning Measures,35.7
2016,East Asia & Pacific,Ecosystem Services,23.6
2016,East Asia & Pacific,Financial Capital,63.5
2016,East Asia & Pacific,Food Dietary Diversity,49.0
2016,East Asia & Pacific,Food Loss,79.4
2016,East Asia & Pacific,Food Price Volatility,83.4
2016,East Asia & Pacific,Food Safety,88.6
2016,East Asia & Pacific,Food Safety Net Programs,86.7
2016,East Asia & Pacific,Food Security Policy Commitment,39.8
2016,East Asia & Pacific,Food Supply Sufficiency,69.2
2016,East Asia & Pacific,Food Systems Resilience Score,58.8
2016,East Asia & Pacific,Forest Change,68.3
2016,East Asia & Pacific,Gender Equality,70.3
2016,East Asia & Pacific,Green House Emission Per Capita,49.5
2016,East Asia & Pacific,Human Capital,72.8
2016,East Asia & Pacific,Income Inequality,59.6
2016,East Asia & Pacific,Irrigation Infrastructure,36.5
2016,East Asia & Pacific,KOFGI Globalization Index,59.2
2016,East Asia & Pacific,Labor Force Participation Rate,65.4
2016,East Asia & Pacific,Land Degradation,61.3
2016,East Asia & Pacific,Literacy Rate,90.7
2016,East Asia & Pacific,Manufactured Capital,50.4
2016,East Asia & Pacific,Micronutrient Availability,61.4
2016,East Asia & Pacific,Natural Capital,43.8
2016,East Asia & Pacific,Natural Hazard Exposure,64.6
2016,East Asia & Pacific,Nutritional Standards,72.5
2016,East Asia & Pacific,Per Capita GDP,51.2
2016,East Asia & Pacific,Political Stability Risk,59.3
